6,10,9,46,21.75,0.25
6,10,9,38,21.75,0.125
6,10,9,35,21.75,0.125
6,10,9,55,21.75,0.25
6,10,9,35,21.875,0.125
6,10,9,38,21.875,0.125
4,1,35,25,22.0,0.25
6,10,9,52,22.0,0.5
6,10,9,35,22.0,0.125
13,6,2,65,22.0,0.25
4,1,35,37,22.25,0.25
6,10,9,44,22.25,0.25
6,10,9,49,22.25,0.25
8,3,73,72,22.25,0.25
9,9,48,72,22.25,0.25
14,11,85,60,22.25,0.25
6,10,9,38,22.5,0.125
6,10,9,35,22.5,0.125
8,3,73,75,22.5,0.25
9,9,48,75,22.5,0.25
14,11,85,63,22.5,0.25
4,1,35,27,22.75,0.25
6,10,9,44,22.75,0.25
6,10,9,49,22.75,0.25
8,3,73,77,22.75,0.25
9,9,48,77,22.75,0.25
13,6,2,65,22.75,0.25
14,11,85,65,22.75,0.25
4,1,35,27,23.0,0.25
6,10,9,35,23.0,0.125
4,1,35,39,23.25,0.25
6,10,9,44,23.25,0.25
6,10,9,49,23.25,0.25
8,3,73,72,23.25,0.25
9,9,48,72,23.25,0.25
13,6,2,63,23.25,0.25
14,11,85,60,23.25,0.25
6,10,9,35,23.5,0.125
6,10,9,38,23.5,0.125
8,3,73,75,23.5,0.25
9,9,48,75,23.5,0.25
14,11,85,63,23.5,0.25
4,1,35,29,23.75,0.25
6,10,9,49,23.75,0.125
6,10,9,44,23.75,0.125
8,3,73,77,23.75,0.25
9,9,48,77,23.75,0.25
13,6,2,67,23.75,0.5
14,11,85,65,23.75,0.25
6,10,9,44,23.875,0.125
6,10,9,49,23.875,0.125
4,1,35,29,24.0,0.25
6,10,9,35,24.0,0.125
4,1,35,36,24.25,0.25
6,10,9,44,24.25,0.25
6,10,9,49,24.25,0.25
8,3,73,72,24.25,0.25
9,9,48,72,24.25,0.25
13,6,2,68,24.25,0.25
14,11,85,60,24.25,0.25
4,1,35,43,24.5,0.25
6,10,9,35,24.5,0.125
6,10,9,38,24.5,0.125
8,3,73,75,24.5,0.25
9,9,48,75,24.5,0.25
13,6,2,67,24.5,0.25
14,11,85,63,24.5,0.25
